entry_run,1,2,3,4,5,6,7,8,9,10
1,55.65097791330198,55.95160707971988,52.444462385945144,57.872779723037496,56.7046095290612,47.861831062402906,54.30460168534749,62.35051755972203,63.31896944609689,65.73121423058599
2,57.17514970389326,64.24942706210673,68.03588516948734,73.62930585349466,72.86765790635849,64.29077084396219,68.9596335941532,72.83381170497084,75.80596446559515,79.41676244205416
3,44.29326026077595,53.56499209674367,61.04044299251085,65.92590915076683,63.352713615911206,60.8249275706704,64.29195633173941,66.8743905306759,67.50956340708917,69.18612341725265
4,39.07767200151937,44.60609209019518,52.765868758234966,58.71368112046199,63.210595284850115,62.42180480927847,56.21537767623573,57.16319427158788,54.55714332053055,51.817591836959046
5,22.103035210865496,28.922373323888685,29.468894454449924,38.30493631245465,36.476595300006856,43.88805743510572,49.51665255650626,43.39753724834457,42.203010576540265,34.21343963421433
6,16.188569367071974,20.645402513034398,24.753464657351966,23.95560489819768,25.25704340799714,33.94242446496597,30.72339248808986,30.849737056603246,29.70011172944519,25.18557723872069
7,6.813423882740867,8.959076365025364,15.242980299754981,15.006008793563456,13.927805137523887,14.381987827036733,14.887621361581134,15.407462650173645,16.014420111977405,13.621995262079432
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
