entry_run,1,2,3,4,5,6,7,8,9,10
1,22.06985241729474,22.954886646962848,23.60557230100575,24.276577715375474,24.737574809300202,25.295906752192753,25.8177377908923,26.470304295658938,26.869580555657986,27.107895974587525
2,19.814467844679786,20.7882412286147,21.828067447427333,22.49514328296678,23.01775591587655,23.730502693779005,24.33760118064529,25.051986698752042,25.478634497303947,25.704903107269843
3,16.960647404912148,17.86190920148232,19.368753258386658,19.884293638731236,20.316354348551428,21.078568235817595,21.734074110978792,22.468199365010623,22.932022409942483,23.1262742212095
4,12.285727041289936,13.293530315459535,15.171641936491437,15.571005222221679,15.979895453218628,16.959080872926744,17.79258009169472,17.998796362111968,18.73205035453463,19.252661891074034
5,4.6141654647240955,5.226396799798303,6.719273878715741,7.2117858221839874,7.465424128853816,7.925889274490351,8.325981234522713,8.410286609857412,8.762782053764719,8.809802369330244
6,2.7867072460226803,3.2718802089637524,4.703916885552158,4.822580451108877,4.95632488870984,5.376435511064139,5.242820993324304,5.484873138417296,5.559991717214281,5.6215616351421565
7,1.977369060026404,2.116251458106606,2.976835359757669,3.1389038544254935,3.1946329462081082,3.205956871591234,3.3655464542234474,3.378958684880752,3.4107894189145416,3.4640580656424307
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
