entry_run,1,2,3,4,5,6,7,8,9,10
1,45.59326720593405,48.75368547693476,52.64906827316452,60.119523224076225,54.65875023792637,56.73339205277927,55.22025232593271,57.69773920908534,56.682630186081994,57.26020337257302
2,59.965684250960166,60.974828458236324,63.3001553929592,69.03664423771782,64.9053367017302,67.14775729272651,65.18584119268593,66.77620506190965,65.72927294234664,62.60089119320609
3,49.022514548494264,53.88217731876957,56.38211731029092,58.56920651274014,56.98477607229346,59.51036722266344,56.88026654029804,59.669933315944164,58.69756662334887,55.38505509590137
4,45.704495497100744,50.65209611219366,43.794861512775974,42.38583302517609,42.654627597405934,44.52348724772807,56.18480533411224,52.52729073103356,51.004032453978255,51.96366135981799
5,40.9029455325127,46.811238247881,41.217914860823576,46.9578872620964,45.2967806452962,48.75447035078005,55.85073475367771,54.509748509890734,54.220394926500134,55.42688130515913
6,43.39175571440019,47.29548818842068,53.24957864341024,57.733487186483316,59.46878588582482,60.58971182534085,63.197703583154926,60.786290986073055,59.3897278067109,59.869238597260555
7,30.931316941103848,30.931316941103848,32.205126924950925,33.0530677731047,35.27041521101167,34.076541845718,32.05860343202872,30.931316941103848,31.358965473255367,30.931316941103848
8,14.575686069822892,16.54127738688416,17.253435692557986,17.05655037001002,18.39601898051615,18.39601898051615,18.39601898051615,18.39601898051615,18.39601898051615,18.39601898051615
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
