entry_run,1,2,3,4,5,6,7,8,9,10
1,16.646693911180417,19.394663524636215,20.036672056097387,20.957249809408836,19.98080952929608,19.30870478551239,18.715447808315293,18.383938501106062,18.795144827604204,19.479402496851485
2,12.873191822174554,15.087098317012371,15.481574342474083,17.2402775726895,16.230485223798915,15.60762854410295,15.29251327568146,15.213692813418811,15.886311616753835,16.912047819717195
3,13.016492889817362,14.453739077488454,14.123753525982616,16.58873848082261,15.072624105059292,14.41483181742241,14.301190469331008,14.523241530084196,14.976163582899968,15.476959762858822
4,11.94397837363385,13.373895237584835,13.193069214194256,14.680750752316237,14.052609414942266,13.32904593351534,14.164003834625927,14.938875092049189,14.79628684063469,15.74118043511866
5,2.256446008392545,2.8339870127688793,3.082444783581828,6.526016882500503,6.988195876735949,6.15850011214791,6.317114287986608,6.2313093487802425,6.548076183979008,7.232010589047381
6,0.3634431238402955,1.0594462567564518,1.2427739740036248,4.456366177208354,4.087964739070016,3.52806137889169,3.4861733806468647,3.3427129845740913,3.627472114299559,3.9951053296082875
7,1.0135476854939514,1.5046477780662266,1.655167508469976,5.256837573275993,5.311003287075207,4.8665245590484485,4.90474137023609,4.92770082718658,5.091187695163674,5.416273552054362
8,-0.40618049956189733,0.027850753980507757,0.1843798620793598,0.13648935037932763,0.10214795830319676,0.053853267906684474,0.07884157492050159,0.18424532991880174,0.13233353922687774,0.13301513377329846
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
