entry_run,1,2,3,4,5,6,7,8,9,10
1,438.59707799802175,504.9219397019578,520.1973808365956,541.9589098938768,518.8714813018753,502.8704732616071,488.6715427071774,480.7063096433093,490.5831206942376,506.9428503738736
2,344.9279840525515,400.25619619944337,410.00280751068516,453.0551288964819,428.41544167771525,413.1103038344836,405.33569718243746,403.3876957106904,419.96840807593935,445.06943490712166
3,348.54196612567716,384.5372234937743,376.3130044118652,437.1815041679415,399.8979360421303,383.56877304846586,380.73821065611884,386.26640757244604,397.5092306281359,409.8889842460319
4,321.3817535208827,357.5355478760978,352.9888369128402,390.1812725351346,374.536766126185,356.4085282773824,377.3174340209534,396.5852979233647,393.0494853406537,416.398939260804
5,63.55848000491831,79.60095897388159,86.47472428415362,180.07397130316585,192.40550235471758,170.22990279942053,174.48261403696563,172.1828285338117,180.66375670381868,198.88934656288814
6,10.333593078387725,30.0186652016266,35.18117048828033,124.1886564173782,114.12498869300238,98.76163031277306,97.60891433767502,93.65748872584109,101.49544888914308,111.58271614243847
7,28.724696394406244,42.53934133194363,46.76008143537235,145.93343854509283,147.39886944638286,135.3513327429401,136.38919892543973,137.0125344621428,141.4471657289587,150.24475811322404
8,-11.593257675470356,0.7931939628612602,5.247063625567708,3.8851291971182667,2.90811038052422,1.5335504251078071,2.2448486109016486,5.24323864434511,3.766913440019942,3.7863023415355137
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
