entry_run,1,2,3,4,5,6,7,8,9,10
1,23.33111680922958,23.70950994281621,24.02748134353438,24.443096472685397,24.752798417520697,24.998342280847563,25.2156714419582,25.440600841442862,25.71706247353673,25.961943140963108
2,22.067958673203307,22.489519572294075,22.829217724107984,23.42872437609957,23.762999485823666,24.03010597597177,24.232437810971657,24.46866679293692,24.776087243116304,25.037186363917847
3,20.88679178443712,21.287363563063536,21.657610234360387,22.363516657627976,22.685710039699327,22.956119972816172,23.182792003086853,23.510283895974222,23.829579671128943,24.051622347526234
4,18.702928415633846,19.17420432153713,19.513306799548154,20.238629179952618,20.55716000301963,20.839057870440016,21.31485803203239,21.589442565073682,21.737878788047084,21.853467791109455
5,11.160093817050265,11.267734460726707,11.503909748186146,14.96018453636766,15.179636983979128,15.477237483742744,15.84522068174575,16.198628798980305,16.32539161462156,16.441136631177432
6,7.262060589190374,7.149325045674819,7.463798809799839,11.997868896446757,12.121420371550178,12.300228063589792,12.38038264953003,12.436382832902614,12.46050700007539,12.553340351721957
7,5.987119853163795,6.072345968951894,6.4277357491715525,11.295522590242443,11.334959578463083,11.45145431253354,11.463601017158156,11.49689101777142,11.51902408405764,11.59749644371112
8,2.219590345524959,2.083663205310568,2.934241418881232,3.0614233817457555,3.0664954596818323,3.0804679031981754,3.0817681501682266,3.12775144681935,3.1361564545166534,3.136246447762726
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
