entry_run,1,2,3,4,5,6,7,8,9,10
1,0.048920449048388236,0.05456205048653369,0.05544509633949702,0.056732548220010025,0.054154232974910246,0.05236203432318055,0.050802192337191035,0.04979893293027247,0.05028483651789326,0.05135941710608801
2,0.04152115041110225,0.04644469121634013,0.0469098131659692,0.05015037897923928,0.04736146879393635,0.04559533769487603,0.04463302800121444,0.04417177362101397,0.04529500566603164,0.04720557391175078
3,0.043479678756001304,0.04664832319347406,0.0452408773079133,0.05027581038471261,0.04612856700004201,0.04418302181686614,0.043624432266410454,0.043738974011913456,0.044394562417545066,0.045263927894621254
4,0.043879369443150115,0.047259889619687336,0.04613279183602149,0.048996772993859884,0.04675513985538354,0.04437664599690275,0.04585477800343636,0.04741248111426777,0.04682265515115309,0.04901071214630122
5,0.016124682809377188,0.01917714793620742,0.020248327688353912,0.031292767458353174,0.032775638451497856,0.02916507654598707,0.02931286337043788,0.028578102995856156,0.029584919177085153,0.03189959973989886
6,0.005464093965124941,0.011554726845569312,0.012785498320098041,0.026626632646369462,0.024598007959342527,0.021592699336516533,0.021299696727293156,0.020536124302712212,0.021902723177056858,0.02357517468747742
7,0.012509640432588294,0.017413571046545687,0.018113409435364464,0.032076670858867964,0.03227561090311876,0.029696633976261363,0.029873041878750624,0.02992738509393575,0.03073529373815436,0.032253414876716034
8,-0.010825867438091876,0.001509622530724895,0.004871045517012246,0.0037638768995751927,0.0030561850273629243,0.002064297788172981,0.0025747243182682907,0.004685334928201966,0.0036369555826886784,0.0036505812416673168
9,,,,,,,,,,
10,,,,,,,,,,
