entry_date,exit_date,bars_held,pnl,pnl_net,return_pct,entry_signal_id,exit_signal_id
1997-11-20,1998-02-11,55,-4494.167210026569,-4679.673042816542,-4.925979466343161,1,2
1998-02-25,1998-08-11,112,13752.841571608731,13557.980108818474,14.97368201077269,3,4
1998-12-29,2000-05-25,334,529641.5405373052,528905.0302133425,511.4450753538138,5,6
2000-10-18,2000-11-23,26,-97281.15404580218,-98395.66123258712,-16.242920789331897,7,8
2001-04-26,2001-07-12,55,-70075.56811068149,-71030.32912705965,-13.864322312266776,9,10
2001-10-25,2002-02-28,82,74724.85425203033,73760.25043863087,16.57878782924149,11,12
2002-04-15,2002-04-25,7,-19569.28802330138,-20579.7421702589,-3.9964915759805453,13,14
2002-10-24,2003-01-02,46,21241.304842155296,20229.14161245581,4.083476859444088,15,16
2003-01-27,2003-03-07,24,755.8922923840383,-274.2208938293444,-0.053281610421077,17,18
2003-04-18,2003-05-13,16,-23214.675004305776,-24220.29660352419,-4.708452808435816,19,20
2003-05-28,2003-06-16,13,-16618.268796110064,-17584.468237989982,-3.5788131363564144,21,22
2003-06-19,2003-06-26,5,-15697.36446382293,-16631.074320382955,-3.5040565107567785,23,24
2003-07-01,2003-07-07,4,-16084.673430767569,-16986.39693715192,-3.7016569274029556,25,26
2003-07-17,2003-07-28,7,-9440.925094626764,-10317.018195166667,-2.330669773889969,27,28
2003-08-07,2004-04-30,178,246004.7914690818,244892.854986549,56.57346900695486,29,30
2004-07-20,2005-03-25,170,215143.19287576142,213596.8215673475,32.0938658872782,31,32
2005-04-08,2005-04-15,5,-43347.24443956649,-45040.95927164304,-5.1863917844728356,33,34
2005-06-20,2006-05-18,230,432954.89751834585,430870.4583669275,52.189284245094335,35,36
2006-09-15,2007-01-12,78,5328.659129311008,2853.19234538454,0.23104210228592548,37,38
2007-01-17,2007-08-22,152,202957.15766550959,200278.6413175907,16.185020668506027,39,40
2007-08-29,2008-01-15,91,112964.99743249995,109995.94382631064,7.704168098699466,41,42
2008-08-06,2008-09-16,29,-304622.77676235803,-307429.19178340025,-19.765745515603385,43,44
2009-03-27,2010-05-26,292,1342026.3149021592,1338191.25515059,107.37439545039192,45,46
2010-06-17,2011-01-26,151,406439.61772746843,401003.521714069,15.94647312340705,47,48
2011-04-11,2011-05-20,28,-172148.55819888768,-177741.4625559897,-6.166413295962498,49,50
2011-09-22,2011-09-28,4,-79242.59947911257,-84524.30956253083,-3.154024487154903,51,52
2012-02-01,2012-05-18,75,-17677.30426332901,-22938.286307612478,-0.8692714099514753,53,54
2012-06-29,2013-06-07,236,617853.5148708619,611933.6373143768,23.08583592746981,55,56
2013-09-23,2013-09-27,4,-89014.03847302758,-95332.14252295833,-2.9763862529488017,57,58
2013-10-07,2013-11-14,23,-92162.91430062568,-98265.79787381022,-3.1726553140571316,59,60
2013-11-20,2013-12-09,13,-24131.5846766853,-30144.147527265937,-0.9987502938368362,61,62
2014-04-03,2014-09-24,118,261072.50322212058,254814.39392767535,8.49808423932622,63,64
2014-10-27,2014-11-12,11,-42646.011686870756,-49098.41225965447,-1.5120378648689758,65,66
2014-11-18,2015-03-10,79,803.4361758117052,-5593.101854492294,-0.17493443923452778,67,68
2015-04-29,2015-05-07,5,-142988.98939238396,-149221.0851998426,-4.681978618443471,69,70
2015-05-21,2015-05-29,6,-150683.74769931127,-156624.31984915916,-5.1433782057850035,71,72
2015-06-26,2015-07-03,5,-41944.27987580554,-47678.38217117757,-1.6511310712475098,73,74
2015-07-15,2015-07-24,6,-175205.89075357365,-180735.73051010168,-6.337482505972448,75,76
2015-10-16,2015-11-30,30,-134106.0715489769,-139341.93271790733,-5.190389114056377,77,78
2016-03-16,2016-05-23,47,-84718.36097834272,-89723.99265824481,-3.526218330308819,79,80
2016-05-26,2016-06-06,7,6466.084434935168,1567.0274887707455,0.0640715478427639,81,82
2016-09-26,2016-10-05,7,14460.586400137068,9748.560878032347,0.4151327232259008,83,84
2016-10-11,2016-11-08,20,-67401.65774644431,-72262.86596867528,-2.9329075489463476,85,86
2016-12-15,2017-11-23,238,937316.2688594433,931618.3359170653,39.146181758271666,87,88
2017-12-13,2018-04-13,85,43172.60874064769,36550.19057513542,1.1111637846079607,89,90
2018-09-26,2018-10-26,22,-185068.65801858116,-191533.0371410885,-5.76088999996168,91,92
2018-12-04,2018-12-10,4,-46350.73703277305,-52553.78875706311,-1.6820478124370037,93,94
2019-01-22,2019-04-02,50,-137203.30475860735,-143239.3327287644,-4.641986612491391,95,96
2019-07-04,2019-10-18,71,-39330.14772730847,-45211.4741130002,-1.5274063721869207,97,98
2019-10-28,2020-03-12,95,-56182.67268495262,-61949.24181023469,-2.1279795107302832,99,100
2020-06-09,2021-03-26,202,804515.5874003062,797999.8555205135,27.948300154236254,101,102
2021-08-10,2021-09-24,32,-80792.43029871571,-87907.45512396717,-2.4441671969967143,103,104
2021-11-03,2023-03-30,354,7796348.339794367,7781508.512456304,220.99831913436213,105,106
2023-04-14,2023-04-20,4,-225280.58374131247,-246917.7207503072,-2.259139415113031,107,108
2023-06-09,2023-12-15,131,4266062.907829174,4240246.352693244,39.37117078596024,109,110
2024-01-17,2024-08-09,138,3958065.916760838,3924814.683844113,26.79922668354025,111,112
2024-12-11,2025-03-27,74,-653205.8435394088,-689548.3263084819,-3.728975215948876,113,114
2025-07-08,2025-11-17,92,809774.4907781658,773168.903162583,4.320456168225202,115,116
