entry_run,1,2,3,4,5,6,7,8,9,10
1,84.9874815091943,57.96150453794191,60.391929769923074,64.56852079042234,61.99838192236964,59.89080755094644,61.8226240981363,62.0642938987565,62.248499128067465,62.966390489574394
2,89.90708771771754,74.81295216008043,67.76812692238009,69.92398472257294,64.77362601377136,63.01288006334636,61.213190666072585,62.078695900406686,62.269906534233165,62.97138835136647
3,62.06835852457851,51.613171147947014,62.41566808750873,65.18679125618665,59.12217732132305,58.40298147769766,60.885480485243235,62.033717834154366,62.23087440268038,62.95577475497418
4,34.92572999600449,41.754846594324995,54.814376738240966,60.08522217882576,55.05244102029285,56.748176906894024,60.65176956103684,62.11878102860274,62.189434721116356,62.9852908831851
5,24.757042856321718,28.16122141454636,43.28714792825747,58.14014513741456,53.58725119773018,48.88515050309979,60.65706720931355,60.65706720931358,61.83222092137539,62.59991395738155
6,15.575970435047081,26.830442471821424,47.94418588503323,62.178530539674725,49.678418903567206,54.5874866721264,54.97142106204448,54.97172397969689,61.88243014923151,62.633700641357
7,11.833327991888623,11.833327991888634,40.01545419445201,49.18552705968317,41.71214624360832,41.71214624360832,53.05305752185133,53.05305752185133,61.887853526726644,62.986242027427
8,9.555528836779969,15.568246462587902,21.043693785723814,40.655832783851736,41.81783826275299,41.81783826275299,51.12493063997983,51.12526396301957,56.485303245575345,63.02231822287775
9,4.228994823112563,4.228994823112563,8.806962879725157,26.2525286914026,26.2525286914026,26.2525286914026,50.009376310054556,50.009376310054556,50.009376310054556,50.009376310054556
10,5.936594011454872,5.936594011454872,9.247173697560141,27.54490463783803,27.54490463783803,27.54490463783803,52.47126924993419,52.47126924993419,52.47126924993419,52.47126924993419
