entry_run,1,2,3,4,5,6,7,8,9,10
1,0.016024129345558847,0.04619410983865639,0.04742951552661891,0.049969717462246516,0.05212390950468476,0.05149270093859632,0.04848396662799923,0.05093601223790953,0.052184000845422726,0.052385340316772236
2,0.019443488376950698,0.05194578785689797,0.04176885688676779,0.042000942124922266,0.04968190655547654,0.04974247367218747,0.04733509280950185,0.05070845283276037,0.05229660320131704,0.052500011239163896
3,-0.0015011388174103028,0.04964280137241221,0.03985073016638559,0.043692444159326806,0.05012122166552447,0.05022630060032774,0.047769597215988356,0.0528964308715906,0.05218072635002823,0.05238350454322273
4,0.004148319409812225,0.05056681732657639,0.047375816871610923,0.049345023815812405,0.05498462394588411,0.0555499671543068,0.050377967499921995,0.05471958387065696,0.053915087420728015,0.05411900824440683
5,0.014964681055454376,0.052035462694098825,0.04757535793598157,0.036742295289481884,0.046225935303658934,0.051596976366585376,0.04717452364037118,0.05119892186767755,0.05238686520278574,0.052591170143844644
6,0.015086774747456786,0.052806521922704415,0.05242223428780376,0.04094324353841976,0.042919306467878546,0.04514413212305685,0.040202762562452095,0.045750958257809095,0.05176009770591523,0.0519644642881232
7,0.014139711888965935,0.03807010666496212,0.05005778597036458,0.035496027350308657,0.050233668436791196,0.042838149680217104,0.03347101083719937,0.04465557182706901,0.052585337843492765,0.05279476530407384
8,0.005940931398179927,0.030571901959002598,0.03556532090772945,0.021913548218630556,0.04382566328341405,0.04016551687456021,0.03202281797416254,0.044859069869025436,0.05240613222236079,0.052615492266085015
9,-0.008630466861778716,0.027328142225638848,0.02914567058035645,0.02000500258280224,0.04657829119469586,0.0433315737485584,0.03407727686820645,0.0466077223754275,0.05212017672128432,0.05232988305331827
10,-0.014313130226976608,0.02024303480972901,0.026627006901101875,0.019000544616651474,0.042894241283114046,0.0402413340341014,0.030931250700993708,0.04004543352781668,0.051950553878041136,0.05216023694805008
