entry_run,1,2,3,4,5,6,7,8,9,10
1,88.78475850423578,51.22139214353143,61.33770596252911,62.14847755407859,60.24551879588823,64.1883115629976,69.51061099542515,68.85500491484281,63.75824092302685,63.11678383094893
2,64.59269232019021,44.7123068943781,67.03213919497176,69.74092040807577,66.44229446027542,69.84658707543446,73.96466045555896,73.45349135467701,63.11032447699036,63.11032447699036
3,63.79073768112779,38.553880882986405,63.133699530766926,59.03408449342218,65.13484307292886,69.89151525642099,75.4012359563288,71.0519785655457,63.109330859720004,63.109330859720004
4,55.941983594545285,27.11308181766393,41.81087558003232,46.81746391546691,58.51472400396332,68.86182206270377,76.99631884873295,72.30496277070321,63.103535324594866,63.103535324594866
5,25.133035202363203,16.91831981169292,34.309065143807615,62.0782968805292,66.40615160698893,64.81926949137804,73.60747603079689,76.17952855145501,63.08979589749605,63.08979589749605
6,20.970035379817777,17.14684687395864,35.571881429568286,59.95600155835279,64.75183788347888,67.11379745638608,73.90040036915748,76.45897650342701,63.05687873610031,63.05687873610031
7,21.62350044820765,22.896173089542454,35.1422059399685,32.33941350506912,54.66164857213606,56.06586121097111,75.0364804206819,77.50755720019666,63.0529111514787,63.0529111514787
8,12.925306226280288,11.985095540397912,24.630095684828053,31.04750123258173,42.54308899150274,52.609884360453435,67.56756050969352,70.78822386860763,63.04729125332254,63.04729125332254
9,17.301671129229454,13.900183378673688,26.39032775537793,32.6542127750232,43.009020462050245,52.99152878803161,59.0876960952352,63.1799141412973,63.04497747990688,63.04497747990688
10,16.6054335848516,14.973294962678803,28.40825001588645,27.788624860298277,43.935254768240085,53.74528443077797,58.977092045696125,63.08033808257351,63.035889241123826,63.035889241123826
