strategy,entry_run,exit_run,final_value,total_return_pct,annual_return_pct,annualized_volatility_pct,sharpe_ratio,max_drawdown_pct,closed_trades,win_rate_pct,buy_hold_return_pct
Trend Following,1,1,249800.13655575403,91.54909583635809,3.2662470913625565,23.222759113328983,0.016024129345558847,88.78475850423578,1754,38.19840364880274,68657.96570502703
Trend Following,1,2,10857943.89413775,468.7482061226687,17.887985092864948,27.647823064084438,0.04619410983865639,51.22139214353143,841,42.568370986920335,68657.96570502703
Trend Following,1,3,17481580.166575015,516.3732857681215,19.87562669542466,30.09914937831039,0.04742951552661891,61.33770596252911,418,44.01913875598086,68657.96570502703
Trend Following,1,4,29836266.940133173,569.8309757961175,22.146640940097,31.480041749382753,0.049969717462246516,62.14847755407859,183,49.18032786885246,68657.96570502703
Trend Following,1,5,44404081.9139267,609.5916493204811,23.86362794221022,32.112184850527676,0.05212390950468476,60.24551879588823,79,48.10126582278481,68657.96570502703
Trend Following,1,6,43417452.920823514,607.3446594296171,23.76595579961621,32.60692154567071,0.05149270093859632,64.1883115629976,34,52.94117647058824,68657.96570502703
Trend Following,1,7,28735128.206208542,566.0705446618011,21.985491199092504,32.85448415303658,0.04848396662799923,69.51061099542515,20,65.0,68657.96570502703
Trend Following,1,8,44102106.99635378,608.9092652000626,23.833957926599656,33.319251737358115,0.05093601223790953,68.85500491484281,6,83.33333333333334,68657.96570502703
Trend Following,1,9,59976284.4053243,639.6534317169096,25.177791347730277,34.15789288724733,0.052184000845422726,63.75824092302685,1,100.0,68657.96570502703
Trend Following,1,10,61835251.16052957,642.7058701965691,25.312007261613058,34.1539409193853,0.052385340316772236,63.11678383094893,1,100.0,68657.96570502703
Trend Following,2,1,285340.9573991529,104.85146209854163,3.749638442625987,16.15421196827829,0.019443488376950698,64.59269232019021,918,42.48366013071895,68657.96570502703
Trend Following,2,2,9894717.265065651,459.45860981249984,17.50414045476791,22.684266400019236,0.05194578785689797,44.7123068943781,573,44.153577661431065,68657.96570502703
Trend Following,2,3,5397696.346952198,398.85573531273167,15.030528086018807,26.3841056103493,0.04176885688676779,67.03213919497176,344,45.63953488372093,68657.96570502703
Trend Following,2,4,7677490.890135631,434.0877879759674,16.462177936558835,29.335216006128086,0.042000942124922266,69.74092040807577,170,47.05882352941176,68657.96570502703
Trend Following,2,5,27602736.695905503,562.0500016450304,21.81342977572045,31.2229390757061,0.04968190655547654,66.44229446027542,78,47.43589743589743,68657.96570502703
Trend Following,2,6,30953999.73394012,573.5087315889283,22.30445362375318,32.012174773054255,0.04974247367218747,69.84658707543446,33,51.515151515151516,68657.96570502703
Trend Following,2,7,22665378.277967762,542.3423667208657,20.973534319505386,32.3161168049305,0.04733509280950185,73.96466045555896,20,65.0,68657.96570502703
Trend Following,2,8,40368301.60539795,600.0629956262923,23.44996538054583,32.92822967268576,0.05070845283276037,73.45349135467701,6,83.33333333333334,68657.96570502703
Trend Following,2,9,58228669.106114686,636.6962922770691,25.047902830685537,33.82067246247648,0.05229660320131704,63.11032447699036,1,100.0,68657.96570502703
Trend Following,2,10,60033385.82280503,639.7485930846249,25.18197342739309,33.81668414017494,0.052500011239163896,63.11032447699036,1,100.0,68657.96570502703
Trend Following,3,1,76026.88071758597,-27.40832145841682,-0.9576167692033208,11.676871693765763,-0.0015011388174103028,63.79073768112779,523,34.990439770554495,68657.96570502703
Trend Following,3,2,3702399.4837135253,361.15662115648234,13.518114592479952,18.17207978520266,0.04964280137241221,38.553880882986405,378,43.65079365079365,68657.96570502703
Trend Following,3,3,2734008.3062300617,330.83538694148393,12.316127902861874,22.28306972384962,0.03985073016638559,63.133699530766926,256,43.359375,68657.96570502703
Trend Following,3,4,6915408.631243276,423.63371498201,16.035528864444355,26.521783780857135,0.043692444159326806,59.03408449342218,140,50.0,68657.96570502703
Trend Following,3,5,23630556.33220951,546.5125727386287,21.15077479999235,29.667403338004593,0.05012122166552447,65.13484307292886,72,41.66666666666667,68657.96570502703
Trend Following,3,6,29776597.889711726,569.6307872276972,22.13805668474811,31.216969389460985,0.05022630060032774,69.89151525642099,32,46.875,68657.96570502703
Trend Following,3,7,22412175.829090565,541.2189467976436,20.925831512321054,31.715800950804713,0.047769597215988356,75.4012359563288,19,73.68421052631578,68657.96570502703
Trend Following,3,8,53478588.02520799,628.1866442957187,24.67487904320653,32.62071001857564,0.0528964308715906,71.0519785655457,6,83.33333333333334,68657.96570502703
Trend Following,3,9,58001947.755605154,636.3061684969795,25.030777215447042,33.92023222230105,0.05218072635002823,63.109330859720004,1,100.0,68657.96570502703
Trend Following,3,10,59799624.89402125,639.3584481255729,25.164828520214368,33.91625540794253,0.05238350454322273,63.109330859720004,1,100.0,68657.96570502703
Trend Following,4,1,105983.02390156366,5.8108743426254446,0.204212177014241,8.191460109910409,0.004148319409812225,55.941983594545285,281,33.80782918149466,68657.96570502703
Trend Following,4,2,1951808.519673217,297.1341481743669,10.995080470906629,14.246059485502837,0.05056681732657639,27.11308181766393,228,45.614035087719294,68657.96570502703
Trend Following,4,3,2972719.387139166,339.2062245451047,12.646684956456204,17.97347847454544,0.047375816871610923,41.81087558003232,171,46.198830409356724,68657.96570502703
Trend Following,4,4,8857547.029871592,448.3854960347554,17.048233581593202,23.681127446082552,0.049345023815812405,46.81746391546691,100,56.99999999999999,68657.96570502703
Trend Following,4,5,29945459.31079337,570.1962797073165,22.16230703619397,27.17477545681815,0.05498462394588411,58.51472400396332,57,52.63157894736842,68657.96570502703
Trend Following,4,6,42751997.02817775,605.8001001395165,23.698861576665507,28.849243469740628,0.0555499671543068,68.86182206270377,26,61.53846153846154,68657.96570502703
Trend Following,4,7,25016800.76106851,552.2132722593647,21.393483919828512,29.81378504247018,0.050377967499921995,76.99631884873295,16,75.0,68657.96570502703
Trend Following,4,8,58966009.72908702,637.9546264600114,25.103157047288327,31.51182388709417,0.05471958387065696,72.30496277070321,6,83.33333333333334,68657.96570502703
Trend Following,4,9,74010853.72422546,660.6796847391929,26.105240628847593,33.76998003293718,0.053915087420728015,63.103535324594866,1,100.0,68657.96570502703
Trend Following,4,10,76304606.90418722,663.7318408284629,26.240438440546075,33.76597580294629,0.05411900824440683,63.103535324594866,1,100.0,68657.96570502703
Trend Following,5,1,147220.699507198,38.67626320725471,1.367078315694777,6.645014036123162,0.014964681055454376,25.133035202363203,141,40.42553191489361,68657.96570502703
Trend Following,5,2,1259617.6221737121,253.33932934344304,9.30156505607015,11.570425237944836,0.052035462694098825,16.91831981169292,125,48.8,68657.96570502703
Trend Following,5,3,1794224.1364403714,288.7157785527029,10.667523236649178,14.885898582053686,0.04757535793598157,34.309065143807615,103,47.57281553398058,68657.96570502703
Trend Following,5,4,1438634.526302171,266.62795110891676,9.812677968100585,19.21889979485279,0.036742295289481884,62.0782968805292,82,50.0,68657.96570502703
Trend Following,5,5,6657931.796304961,419.83939882231215,15.881063055681,24.030561510699687,0.046225935303658934,66.40615160698893,49,46.93877551020408,68657.96570502703
Trend Following,5,6,19278743.835276335,526.1588226281872,20.288159836334245,27.016951058760103,0.051596976366585376,64.81926949137804,24,62.5,68657.96570502703
Trend Following,5,7,13012656.18703737,486.85075297093914,18.639585628257848,28.112919931684026,0.04717452364037118,73.60747603079689,15,66.66666666666666,68657.96570502703
Trend Following,5,8,29788969.076394472,569.6723252755685,22.139837821814627,30.250089688917477,0.05119892186767755,76.17952855145501,6,83.33333333333334,68657.96570502703
Trend Following,5,9,57827504.55996859,636.0049612927035,25.017556455777846,33.67333309421659,0.05238686520278574,63.08979589749605,1,100.0,68657.96570502703
Trend Following,5,10,59619526.81774186,639.0568244576143,25.151575287661682,33.669329311502885,0.052591170143844644,63.08979589749605,1,100.0,68657.96570502703
Trend Following,6,1,137999.24056749986,32.207799601991205,1.1371448802308113,5.310038844638811,0.015086774747456786,20.970035379817777,84,39.285714285714285,68657.96570502703
Trend Following,6,2,962999.8063948221,226.48830247662156,8.276057179074229,10.084040784615276,0.052806521922704415,17.14684687395864,74,59.45945945945946,68657.96570502703
Trend Following,6,3,1677770.0852855048,282.0050674539025,10.40710323779128,12.890383864808447,0.05242223428780376,35.571881429568286,62,58.06451612903226,68657.96570502703
Trend Following,6,4,1428387.791075688,265.9131482422983,9.785124176871514,16.439213704430642,0.04094324353841976,59.95600155835279,51,60.78431372549019,68657.96570502703
Trend Following,6,5,3113261.734155853,343.82560587077586,12.829516666106363,20.94016869436321,0.042919306467878546,64.75183788347888,35,60.0,68657.96570502703
Trend Following,6,6,7120499.600951101,426.5562984629131,16.154646981211577,25.407753690499174,0.04514413212305685,67.11379745638608,20,65.0,68657.96570502703
Trend Following,6,7,4609423.98999085,383.0687994254711,14.394750676142346,26.646630776893225,0.040202762562452095,73.90040036915748,14,71.42857142857143,68657.96570502703
Trend Following,6,8,12128677.169090135,479.815775551757,18.34693246797029,28.992206374802866,0.045750958257809095,76.45897650342701,6,66.66666666666666,68657.96570502703
Trend Following,6,9,52347005.05846742,626.0479818711622,24.58130503087649,33.642824835366554,0.05176009770591523,63.05687873610031,1,100.0,68657.96570502703
Trend Following,6,10,53968812.667654365,629.0991429524423,24.71482546117847,33.63882363305496,0.0519644642881232,63.05687873610031,1,100.0,68657.96570502703
Trend Following,7,1,127606.75865063173,24.378315100131058,0.8595290640270346,4.210125016734226,0.014139711888965935,21.62350044820765,46,58.69565217391305,68657.96570502703
Trend Following,7,2,356260.9705250514,127.0493339576914,4.561325013544291,7.88507061038705,0.03807010666496212,22.896173089542454,42,66.66666666666666,68657.96570502703
Trend Following,7,3,956187.3762362464,225.77837081048906,8.249074072574428,10.69040361586752,0.05005778597036458,35.1422059399685,37,75.67567567567568,68657.96570502703
Trend Following,7,4,689462.6601037343,193.07423547443602,7.013316867571367,13.688403768248318,0.035496027350308657,32.33941350506912,34,70.58823529411765,68657.96570502703
Trend Following,7,5,4310471.172359627,376.3632311867718,14.125765916469724,18.786701379801908,0.050233668436791196,54.66164857213606,23,82.6086956521739,68657.96570502703
Trend Following,7,6,4346326.223797065,377.19160350109826,14.158960675442833,23.55852956567731,0.042838149680217104,56.06586121097111,16,68.75,68657.96570502703
Trend Following,7,7,1835081.8887489808,290.9674199526111,10.755039379091516,25.22386980618873,0.03347101083719937,75.0364804206819,13,69.23076923076923,68657.96570502703
Trend Following,7,8,9676724.681091616,457.2308577634715,17.412276045192808,28.308052908321578,0.04465557182706901,77.50755720019666,5,80.0,68657.96570502703
Trend Following,7,9,53108572.88362166,627.4923456113108,24.644493328475928,32.86789315272232,0.052585337843492765,63.0529111514787,1,100.0,68657.96570502703
Trend Following,7,10,54753928.930898555,630.5434220410888,24.778077772788233,32.86380044804482,0.05279476530407384,63.0529111514787,1,100.0,68657.96570502703
Trend Following,8,1,106878.75984583469,6.652492049410391,0.2338237917657244,2.9418648636044797,0.005940931398179927,12.925306226280288,33,54.54545454545454,68657.96570502703
Trend Following,8,2,186176.98260805593,62.15275547156378,2.205993722807952,4.728024830780149,0.030571901959002598,11.985095540397912,30,60.0,68657.96570502703
Trend Following,8,3,328560.93538273376,118.95521305721984,4.264622690276519,7.9656926006961575,0.03556532090772945,24.630095684828053,27,70.37037037037037,68657.96570502703
Trend Following,8,4,233444.98279673027,84.77762436439575,3.021045989878017,10.013011450774307,0.021913548218630556,31.04750123258173,25,60.0,68657.96570502703
Trend Following,8,5,2202635.7629509238,309.2239810308897,11.4671903648009,17.913867216455888,0.04382566328341405,42.54308899150274,18,72.22222222222221,68657.96570502703
Trend Following,8,6,2052968.0315203902,302.1871659317003,11.192157911122953,19.682586391908945,0.04016551687456021,52.609884360453435,13,53.84615384615385,68657.96570502703
Trend Following,8,7,1203191.1981209216,248.75624517892052,9.125840701061641,21.916668356334068,0.03202281797416254,67.56756050969352,11,63.63636363636363,68657.96570502703
