entry_run,1,2,3,4,5,6,7,8,9,10
1,-0.004289163615620144,0.02228974682286932,0.04231119939485628,0.04569923595172579,0.04681399942192046,0.04850733004406277,0.049687344006139327,0.05108759102841165,0.05225828594291692,0.052725099581245646
2,-0.01262453225926554,0.0029081212761911833,0.018475976121040797,0.02738596387168986,0.032655709978553465,0.035737653989699525,0.0430915339250199,0.04722102674965777,0.0480928178502401,0.04938538045632605
3,-0.00292938721199977,0.01725688464729492,0.025771559829964378,0.02643711908778885,0.03141659357907438,0.032600698522294976,0.036874478921352115,0.04397433654651861,0.045815124303107815,0.046829470455081255
4,0.0016864728829524337,0.023423037302514625,0.023061295189084344,0.020669655985015658,0.03525582903646828,0.03534566192407763,0.040332772389392056,0.047071763459434986,0.04777580748414699,0.04836753687342369
5,-0.0005164987254988846,0.01129541103449199,0.013117493122418845,0.010281839017341187,0.02504731057132332,0.030226963602851462,0.026911943257863932,0.03213337727564226,0.030886941686642688,0.03388684494385885
6,0.006298402200203279,0.013410742330460173,0.012816255883279589,0.006956522069178959,0.0161760821098907,0.025291085627743848,0.02906143039069168,0.03365265093951902,0.03194995904600013,0.034563524650056195
7,0.021579787206903706,0.023876583195799547,0.020425043226998747,0.014942407950985422,0.02180785838995703,0.031364087248969545,0.03932536607955305,0.039649749222548734,0.0377554774934209,0.04021089577490415
8,0.011245465025647128,0.011091925565490537,0.0105477845730682,0.005589943097559105,0.016092100517985198,0.025531083968462934,0.025071644450105044,0.02572484276667938,0.02373645524077171,0.03157857517553218
9,0.006693342835172588,0.0009014372601349018,0.0031239309912238092,-0.010941987075246408,0.00014328811128305847,0.0006917013030162669,0.0016032315023043126,0.0019916474921122195,0.002857104843897868,0.0029665964717251864
10,0.0019375614500192232,-0.0030501346817231913,0.0005329914132855165,-0.012253204500349195,-0.0011252448598753064,-0.0005838331610600841,0.001066552018723385,0.0014476247513126234,0.002298931283857749,0.002406046180591061
