entry_run,1,2,3,4,5,6,7,8,9,10
1,23.672715103514268,28.683168766062444,30.806383374748254,31.789719684157898,32.10142188087213,32.410919340833374,32.64080246671271,32.98554620226411,33.187744150647504,33.411546339482065
2,18.43325647424755,24.103930745447755,27.53447616401511,29.668762113207585,30.76013830020373,31.26147782817651,31.81931425291369,32.81686302770821,32.99219009165494,33.26964863711974
3,13.804382924480096,20.020226718508535,24.42096507320758,27.61146919977663,29.290159917876185,30.246436541854266,30.95058426889411,32.134136177348076,32.39859028305873,32.69694973609626
4,10.515931315914472,15.508992056624402,19.8844610037026,23.078598189013487,26.772729810833685,28.542199402923842,29.739444383864218,31.527859834927785,31.83707537179958,32.271850254718224
5,8.357011842448205,11.440036328310637,15.052471986522379,19.179886576621755,22.856691950371925,25.65307533729359,27.034399987365653,27.583298092660712,28.09948110029059,28.770199352404546
6,7.423564397802622,9.314500517562662,11.957571951670728,16.748003678821153,19.381007580009687,21.41807571910989,23.125244430494956,26.52289800776374,27.27037275943647,27.953418529837297
7,6.370717202298559,8.214106292027282,10.620995833211945,14.93284737524517,17.770593059908453,19.70936623436329,21.346294641654303,24.866380534426018,25.88100223618401,26.666220797912683
8,3.8141034280811135,5.685356731294567,6.9758255901480135,10.881832167801097,13.753773867227922,16.07071639140091,17.498043038800475,21.084866853705222,21.629862831102358,23.898370006781665
9,1.3314370537764708,1.4121208084824721,2.3231506359985343,4.037348889518897,4.431252448955698,4.431800228002101,8.132175633418418,8.13524152852427,8.172832378879392,8.172724629503897
10,1.5619716195343705,1.6382131372268034,2.540622073646192,4.313481999895557,4.72795054048004,4.728523094690661,8.739185350305915,8.742355360795937,8.781182385274855,8.78107203850916
