entry_run,1,2,3,4,5,6,7,8,9,10
1,23.222759113328983,27.647823064084438,30.09914937831039,31.480041749382753,32.112184850527676,32.60692154567071,32.85448415303658,33.319251737358115,34.15789288724733,34.1539409193853
2,16.15421196827829,22.684266400019236,26.3841056103493,29.335216006128086,31.2229390757061,32.012174773054255,32.3161168049305,32.92822967268576,33.82067246247648,33.81668414017494
3,11.676871693765763,18.17207978520266,22.28306972384962,26.521783780857135,29.667403338004593,31.216969389460985,31.715800950804713,32.62071001857564,33.92023222230105,33.91625540794253
4,8.191460109910409,14.246059485502837,17.97347847454544,23.681127446082552,27.17477545681815,28.849243469740628,29.81378504247018,31.51182388709417,33.76998003293718,33.76597580294629
5,6.645014036123162,11.570425237944836,14.885898582053686,19.21889979485279,24.030561510699687,27.016951058760103,28.112919931684026,30.250089688917477,33.67333309421659,33.669329311502885
6,5.310038844638811,10.084040784615276,12.890383864808447,16.439213704430642,20.94016869436321,25.407753690499174,26.646630776893225,28.992206374802866,33.642824835366554,33.63882363305496
7,4.210125016734226,7.88507061038705,10.69040361586752,13.688403768248318,18.786701379801908,23.55852956567731,25.22386980618873,28.308052908321578,32.86789315272232,32.86380044804482
8,2.9418648636044797,4.728024830780149,7.9656926006961575,10.013011450774307,17.913867216455888,19.682586391908945,21.916668356334068,25.87464757899842,32.87320816370712,32.86911755857645
9,2.515780104504854,4.263072692462741,7.537689039100176,9.458864066051675,17.302400413791247,18.709878917076452,20.8778929762518,25.448442815322647,32.81402249634539,32.80992717268205
10,2.3370280758221087,3.6118802595977986,6.957317300839073,8.547728571801535,16.348768190538408,17.84512056082107,20.09286803389019,23.71971325262719,32.81200752798979,32.807913590165036
