entry_date,exit_date,bars_held,pnl,pnl_net,return_pct,entry_signal_id,exit_signal_id
1997-07-07,1997-07-17,8,4507.298442577271,4312.791144134694,4.539849849811635,1,2
1997-08-01,1997-08-12,7,4008.5329602953043,3806.330124161153,3.8410833442181156,3,4
1997-09-05,1997-09-22,11,13961.953730263074,13742.56544612305,13.381760469646986,5,6
1997-09-25,1997-10-02,5,4515.297990589359,4279.245487841374,3.6971325611176025,7,8
1997-10-07,1997-10-28,15,11356.671994529052,11105.647551350228,9.267917783942963,9,10
1997-11-28,1997-12-02,2,-4040.84094147433,-4297.568602064715,-3.296678432938422,11,12
1997-12-05,1997-12-09,2,-8108.456549791012,-8352.951214429158,-6.61504192103609,13,14
1997-12-22,1997-12-25,3,-602.1806864787686,-838.3110196728114,-0.7083539114948516,15,16
1997-12-31,1998-01-12,6,4354.055616645158,4114.561838085369,3.500657768293103,17,18
1998-01-20,1998-02-04,9,-9128.794412175796,-9362.623008199125,-7.709170281217139,19,20
1998-02-16,1998-03-13,19,17862.74639473903,17619.715241624366,15.652902433593976,21,22
1998-04-03,1998-04-28,11,26159.237990081216,25874.43288641212,20.01201280568678,23,24
1998-05-04,1998-05-07,3,854.8001604824183,548.8006850214588,0.3597420027819813,25,26
1998-06-05,1998-06-11,4,792.8409877532505,483.19813730076,0.31296572555375307,27,28
1998-07-06,1998-07-13,5,-4862.252136206412,-5167.157969995814,-3.336437649196941,29,30
1998-07-17,1998-07-21,2,-1754.29850713159,-2052.4946944070753,-1.3689613935859726,31,32
1998-08-21,1998-08-25,2,-10063.883119091342,-10349.869981835494,-6.993279303159797,33,34
1998-09-09,1998-09-11,2,-8857.994830017073,-9125.522828084811,-6.603910189445952,35,36
1998-09-25,1998-09-29,2,-15371.640075115836,-15615.315934565115,-12.056455317720463,37,38
1998-10-21,1998-10-28,5,2175.376657015673,1943.8228811099364,1.694943202915464,39,40
1998-11-05,1998-11-11,4,-3524.8569705346927,-3754.403776286988,-3.221863116368371,41,42
1998-11-24,1998-12-02,6,-2513.5599843466084,-2736.9847199101464,-2.4231876793593408,43,44
1998-12-15,1998-12-17,2,-8129.7636297504205,-8342.371890700726,-7.5587860979628525,45,46
1998-12-23,1998-12-30,5,6702.361478849475,6490.7715993829015,6.336370541845874,47,48
1999-01-06,1999-01-11,3,-3923.5785081100667,-4136.874913628508,-3.8095642978990165,49,50
1999-02-11,1999-02-24,9,20680.134388347597,20450.094332268593,19.537055653070283,51,52
1999-03-01,1999-03-17,12,583.7235153132831,334.9246908760022,0.26993159953169893,53,54
1999-03-22,1999-03-25,3,-2564.229994510966,-2810.517222351087,-2.2592955388086877,55,56
1999-04-06,1999-04-12,4,-2563.9079340860017,-2804.8555012640804,-2.303843132538865,57,58
1999-05-06,1999-05-14,6,-3954.4822459415677,-4189.149639976831,-3.5112783514947896,59,60
1999-07-13,1999-07-19,4,1136.6154293696163,905.2559485964396,0.7867838029890661,61,62
1999-07-22,1999-07-26,2,-4265.118756582544,-4492.796489472102,-3.8753907583899094,63,64
1999-09-06,1999-09-23,13,15898.950482427686,15659.644993629116,14.022739615457066,65,66
1999-10-19,1999-10-21,2,-1810.6921617173625,-2062.041333359684,-1.6293277451860388,67,68
1999-10-27,1999-11-18,15,32352.786830788446,32071.192058687,25.747012486651926,69,70
1999-11-23,1999-11-25,2,-5677.977597829705,-5982.476870414036,-3.858634309767714,71,72
1999-12-02,2000-01-07,22,126382.12781550961,125956.93514356573,84.32493438575423,73,74
2000-01-14,2000-01-21,5,-1593.1928006933028,-2129.728328793758,-0.791751438943181,75,76
2000-01-31,2000-02-02,2,-26893.249738864022,-27400.4387262016,-10.264216545502212,77,78
2000-03-10,2000-03-21,2,-11459.226945300425,-11929.789121851782,-4.953443313394713,79,80
2000-04-17,2000-04-19,2,-20737.777822309632,-21176.39484865246,-9.223519785765937,81,82
2000-04-24,2000-05-05,9,12855.464203713631,12423.489085557218,5.931874576910119,83,84
2000-07-26,2000-08-07,8,-1381.5548495723683,-1822.897577938054,-0.8236634964629723,85,86
2000-08-15,2000-08-17,2,-9914.488227233509,-10343.834516823452,-4.711350610275254,87,88
2000-10-04,2000-10-19,11,35451.55691460707,34996.497865457255,16.68748986358727,89,90
2000-11-02,2000-11-08,4,2351.247958053276,1862.7958719156427,0.7665660492601553,91,92
2001-01-03,2001-01-15,8,38733.25800804448,38204.88459970022,15.605346567584702,93,94
2001-02-27,2001-03-14,6,-12529.44245108177,-13079.142439706338,-4.653480631685131,95,96
2001-04-24,2001-05-03,7,65378.03907530491,64775.281975789396,24.115881288487284,97,98
2001-05-21,2001-05-25,4,-30628.338403581878,-31261.247035680168,-9.423794180421805,99,100
2001-06-05,2001-06-13,6,-8473.352253483477,-9065.93462805641,-3.0170147016492126,101,102
2001-06-25,2001-07-05,8,-984.4440681617492,-1567.2900751266961,-0.5369367221079482,103,104
2001-08-02,2001-08-08,4,-16251.395495616707,-16815.99670001146,-5.790388983272778,105,106
2001-08-20,2001-08-31,8,7136.79302508888,6580.754025903445,2.398333021589023,107,108
2001-10-03,2001-10-09,4,-12328.949541476944,-12878.02623074503,-4.588799493926373,109,110
2001-10-12,2001-10-26,10,22295.370476640037,21736.13771719225,8.096702183377277,111,112
2001-11-07,2001-11-22,11,32102.107496371907,31491.769338241724,10.892512306281295,113,114
2001-12-28,2002-01-10,6,10169.549150174847,9521.3091886482,2.984783660801902,115,116
2002-01-25,2002-01-29,2,-6586.235828274714,-7235.810492281342,-2.2060586030160407,117,118
2002-02-04,2002-02-06,2,-20527.77106357416,-21149.656152410156,-6.585736941593249,119,120
2002-03-22,2002-04-01,6,5467.837083221296,4860.1407329280855,1.614655789740557,121,122
2002-04-12,2002-04-22,6,-7143.614259304942,-7747.93342564819,-2.5345135796911005,123,124
2002-04-29,2002-05-01,2,-14860.067620564421,-15441.949260037678,-5.1773358150778135,125,126
2002-05-28,2002-05-30,2,-9943.076653530128,-10500.535580376347,-3.701664250546613,127,128
2002-07-02,2002-07-04,2,-15928.453605434197,-16459.976137725796,-6.014871618349696,129,130
2002-07-15,2002-07-23,6,16765.938483182275,16232.995513463738,6.291768179516537,131,132
2002-07-30,2002-08-07,6,11273.789961214417,10715.496448542266,3.9189259521657616,133,134
2002-09-20,2002-09-25,3,-5873.576820638004,-6435.082409780533,-2.268609539829132,135,136
2002-10-22,2002-11-12,14,77079.99388241679,76447.76137914979,27.545705787376875,137,138
2002-11-18,2002-11-21,3,-7870.625007429487,-8563.157638427027,-2.445650822764699,139,140
2003-01-06,2003-01-08,2,-34233.493698868515,-34883.3934616616,-10.198883278780349,141,142
2003-02-04,2003-02-26,11,4185.86949753063,3563.828819118299,1.1538731301527296,143,144
2003-03-03,2003-03-12,7,-22387.87930347387,-22990.11750784152,-7.362083625588676,145,146
2003-03-28,2003-04-14,11,30150.88547849002,29539.789732605306,10.171277986803423,147,148
2003-04-17,2003-04-25,5,-6905.439215509363,-7535.604237192029,-2.3661500660069734,149,150
2003-05-22,2003-06-02,7,24828.247838127114,24180.666777441475,7.768320697546388,151,152
2003-06-18,2003-06-20,2,-7983.617003649971,-8644.329466370971,-2.58584519271342,153,154
2003-07-15,2003-07-18,3,2836.422941261182,2181.314664581376,0.6690068110349213,155,156
2003-07-29,2003-07-31,2,-4747.409376066144,-5399.078318291328,-1.6454415496645634,157,158
2003-08-05,2003-08-27,16,18116.323391985847,17452.048965797363,5.402630193995396,159,160
2003-09-12,2003-09-30,12,20338.246977513983,19638.591734704958,5.783454976483564,161,162
2003-10-06,2003-10-09,3,23641.890275129696,22901.618064727114,6.392829418434694,163,164
2003-11-03,2003-11-12,7,-12791.053175222489,-13538.405516497698,-3.562797227793664,165,166
2003-11-17,2003-12-11,12,12194.12776729375,11447.51321555737,3.1181734814803708,167,168
2003-12-22,2003-12-25,3,701.9179048527258,-54.95471213077269,-0.014539874339741196,169,170
2004-01-05,2004-01-14,7,6171.647147903612,5409.409215630111,1.4311529905264855,171,172
2004-02-16,2004-02-23,5,-8000.040157274186,-8758.384279752207,-2.2864853740994655,173,174
2004-02-27,2004-03-05,5,4870.449703688803,4115.876021481349,1.0985009788533082,175,176
2004-03-23,2004-04-07,11,1985.1725092845995,1225.663939830735,0.3236161762310179,177,178
2004-04-20,2004-04-22,2,-12679.004131987735,-13426.177286286005,-3.5352971214568383,179,180
2004-05-24,2004-06-02,7,3047.111522376722,2309.7219892680305,0.6290711156789038,181,182
2004-06-07,2004-06-15,6,-13107.43720353286,-13833.060659695251,-3.746604081746755,183,184
2004-06-28,2004-07-21,17,31323.958030761885,30580.18599461862,8.586835407256125,185,186
2004-07-30,2004-08-05,4,-1268.0246667838308,-2037.3070736193254,-0.5290405288964094,187,188
2004-08-18,2004-08-20,2,-5356.190479840465,-6117.513837423026,-1.596588891458757,189,190
2004-08-25,2004-09-13,12,25736.712300165786,24955.91931609432,6.61356404369548,191,192
2004-09-24,2004-10-01,5,-5821.299585313301,-6617.950804199864,-1.6495252531044404,193,194
2004-10-11,2004-10-13,2,-11383.144735717628,-12161.660002925808,-3.0807411864544303,195,196
2004-11-01,2004-11-10,7,-5953.540431021308,-6714.378148528625,-1.7515267347717214,197,198
2004-11-22,2004-11-29,5,1895.1274105135462,1139.1983436468986,0.30229238530457186,199,200
2004-12-14,2004-12-16,2,-5520.765357374029,-6271.4430083257175,-1.6594610807721712,201,202
2004-12-29,2005-01-06,4,-7654.505122031685,-8391.133291502898,-2.2554255075005676,203,204
2005-01-11,2005-02-11,21,24237.0449672589,23484.46840095225,6.450025783290844,205,206
2005-02-16,2005-02-18,2,-15968.787990771945,-16725.77921408237,-4.328489657712669,207,208
2005-02-28,2005-03-03,3,-10643.81967956383,-11374.356890678708,-3.06936865672046,209,210
2005-03-08,2005-03-16,6,-16088.750133059866,-16792.231135628957,-4.669680463356376,211,212
2005-04-04,2005-04-11,5,610.4379024101052,-77.8370490367621,-0.022650775431767353,213,214
2005-04-22,2005-04-28,4,-4917.182569145921,-5599.782009728062,-1.6298289744362098,215,216
2005-06-01,2005-06-08,5,3238.6691203516907,2558.553413898535,0.7560257320578533,217,218
2005-06-17,2005-07-13,18,14228.691877674406,13532.724896977521,3.971432248633101,219,220
2005-07-22,2005-08-09,12,11379.630639299463,10660.800542536696,3.0140491382615155,221,222
2005-08-23,2005-09-08,11,30584.792746564555,29826.5019666637,8.20244075271698,223,224
2005-09-13,2005-09-26,9,6467.1256042466875,5676.282137751492,1.4484783792315337,225,226
2005-10-25,2005-10-27,2,-4635.545629952926,-5426.07136127565,-1.3652749290378836,227,228
2005-11-07,2005-11-29,16,41067.755628477265,40241.83613148254,10.260818485739573,229,230
2005-12-02,2005-12-08,4,1627.167719191802,764.2293214565402,0.1775390006872479,231,232
2005-12-26,2006-01-31,21,66191.09260061712,65262.138242289664,15.134019111402106,233,234
2006-02-20,2006-03-06,10,1300.5454675281262,312.48359367341027,0.06338869520442045,235,236
2006-03-20,2006-03-22,2,-3189.347464138589,-4173.513163889618,-0.8459424378106123,237,238
2006-04-06,2006-04-12,4,-13310.046568950695,-14276.16189458552,-2.9171730359030357,239,240
2006-04-21,2006-04-28,5,-1311.0476776188575,-2262.037294545303,-0.4751980759520466,241,242
2006-05-03,2006-05-08,3,-2143.020946747324,-3088.8807195450054,-0.6518096035610405,243,244
2006-05-30,2006-06-07,6,-17484.932660856335,-18409.58164857277,-3.910325826515689,245,246
2006-06-19,2006-06-22,3,-3810.0323920139144,-4713.378074866905,-1.0392892428626443,247,248
2006-06-30,2006-07-12,8,25399.809603212234,24476.209496706266,5.452847765862488,249,250
2006-07-28,2006-08-01,2,-8733.066854500985,-9669.038882592984,-2.04764541679952,251,252
2006-08-16,2006-08-21,3,-5166.254274557897,-6087.421941352912,-1.314409956400987,253,254
2006-09-04,2006-09-08,4,514.68268713408,-400.59981493405644,-0.08761832871270987,255,256
2006-09-20,2006-09-22,2,-6606.239786441823,-7513.640226388008,-1.6452381542536179,257,258
2006-09-29,2006-10-05,4,-10604.399871127143,-11493.526234558507,-2.5550981995004935,259,260
2006-10-12,2006-11-06,14,19192.93759779677,18295.85159674214,4.1700548805587445,261,262
2006-12-04,2006-12-14,8,8104.734322734352,7183.974406920978,1.5752042835617461,263,264
2007-01-16,2007-01-31,10,27456.063233114946,26502.302437018043,5.72342167776023,265,266
2007-02-16,2007-02-22,4,-10310.793717700435,-11277.142031476858,-2.3104891621768187,267,268
2007-03-09,2007-03-14,3,2988.645332669409,2030.4241497024225,0.42528958291367164,269,270
2007-03-20,2007-03-28,6,13439.627848187207,12467.097876820268,2.601807065860803,271,272
2007-04-06,2007-04-19,9,-861.003517400776,-1842.9203433680855,-0.3753635666859769,273,274
2007-05-21,2007-05-28,5,1285.9030366531226,305.3408527841584,0.06240380572383136,275,276
2007-06-18,2007-06-25,5,-2842.2527648570776,-3819.2669405448214,-0.7800795797194522,277,278
2007-07-03,2007-07-12,7,28564.35555386411,27563.191377044677,5.672646822371639,279,280
2007-10-31,2007-11-05,3,-2809.1107140613526,-3831.6704836553554,-0.7479297616950353,281,282
2007-11-15,2007-11-19,2,-10422.849601640304,-11431.10925350015,-2.2445913997607723,283,284
2007-12-10,2007-12-17,5,-16001.631983574045,-16976.304633340045,-3.4293095659711823,285,286
2008-02-15,2008-02-26,7,2554.7161386466514,1594.0784822045107,0.33281911527876495,287,288
2008-04-22,2008-05-12,13,-8750.370739527716,-9702.63364853027,-2.020005557684494,289,290
2008-05-16,2008-05-21,2,-17349.07835212065,-18285.057783644686,-3.837450310348991,291,292
2008-06-04,2008-06-10,4,-16286.573431303985,-17177.894640284943,-3.7860101202260674,293,294
2008-07-07,2008-07-14,5,8061.80616003568,7165.7723630480605,1.6141385762734908,295,296
2008-07-21,2008-08-07,13,45255.747129983865,44310.49169394192,9.85253772753423,297,298
2008-10-31,2008-11-07,5,10507.336206124412,9520.42997857409,1.950685958045497,299,300
2008-11-26,2008-12-22,14,40567.37927689983,39536.89386105585,7.9903156640460935,301,302
2009-01-06,2009-01-09,3,-30221.889197314464,-31265.322939857542,-5.827002286119423,303,304
2009-02-26,2009-03-03,3,-15501.07818785364,-16502.13283975171,-3.2469162077179634,305,306
2009-03-17,2009-04-15,21,87503.85399675534,86436.27384037474,17.6471455137795,307,308
2009-04-27,2009-04-29,2,3095.4960179878713,1959.7968170446159,0.3462293887816717,309,310
2009-05-05,2009-05-11,4,8124.5378670782875,6953.055289591288,1.1953428459628441,311,312
2009-05-20,2009-06-01,8,26914.533152438267,25705.237998453507,4.3487772685139925,313,314
2009-06-12,2009-06-17,3,-3475.876684758611,-4685.096378629993,-0.7726891506976273,315,316
2009-06-22,2009-06-24,2,-11210.623661522117,-12401.11261233717,-2.0642227986863353,317,318
2009-06-29,2009-07-06,5,-283.8137766883559,-1457.3002628976337,-0.24838068157234766,319,320
2009-07-27,2009-08-07,9,54700.270099572896,53454.96039827274,8.982462864306237,321,322
2009-08-24,2009-09-10,13,-37965.34053186758,-39220.72318016335,-6.065723623924589,323,324
2009-09-23,2009-10-02,7,-146.6601538484842,-1352.2847749556697,-0.22437486812964605,325,326
2009-10-13,2009-10-19,4,-11502.268567648962,-12687.867609958452,-2.1212514921593,327,328
2009-10-22,2009-10-28,4,-6958.852981191943,-8118.633106167241,-1.3924355188526207,329,330
2009-11-12,2009-11-16,2,3626.5970863270954,2465.891348307069,0.42654583858017125,331,332
2009-12-04,2009-12-09,3,1332.7278081207,168.26242612785427,0.02893653796346001,333,334
2009-12-17,2010-01-12,17,42270.28135068018,41070.85956612268,7.099560410530126,335,336
2010-01-21,2010-01-25,2,-21388.580824351397,-22611.877957525376,-3.6342805982033175,337,338
2010-02-18,2010-02-24,4,-25216.205284991323,-26384.701889600226,-4.421333758656691,339,340
2010-03-03,2010-03-11,6,14191.043402709398,13026.9370238049,2.267433939055516,341,342
2010-03-25,2010-04-14,14,34738.12224746568,33524.03713050063,5.685593687665066,343,344
2010-05-13,2010-05-17,2,-39510.989096267986,-40723.18969129786,-6.511604257598991,345,346
2010-05-31,2010-06-08,6,1800.7539276602129,657.985085090882,0.11542802781138851,347,348
2010-06-14,2010-06-24,8,5168.97993021146,3989.3339265299737,0.6799191319059174,349,350
2010-07-07,2010-08-05,21,35426.84302921119,34227.51052395762,5.886114915509667,351,352
2010-08-17,2010-08-20,3,-2688.0629630117546,-3924.394781961891,-0.6337247937652529,353,354
2010-09-01,2010-09-13,6,18490.656939453784,17241.24319380099,2.8015460516710657,355,356
2010-09-16,2010-10-21,25,64812.792462770645,63492.4270795702,10.119769104162485,357,358
2010-12-03,2010-12-10,5,-8420.66344245164,-9792.082472336584,-1.419404852440479,359,360
2010-12-24,2011-01-11,12,19640.10761871445,18255.05926188925,2.6745739243578535,361,362
2011-02-03,2011-02-23,14,-10398.8480905455,-11788.928738685552,-1.6838280175449707,363,364
2011-03-11,2011-03-17,4,9525.79603207221,8150.859005264838,1.1946322519759613,365,366
2011-03-22,2011-04-28,27,40046.435053469104,38610.25945818441,5.5360496793153215,367,368
2011-05-03,2011-05-06,3,-433.85317469677324,-1895.882326022183,-0.2592907715191263,369,370
2011-07-01,2011-07-07,4,1492.4792931922022,28.37711526208227,0.003881363058351294,371,372
2011-08-16,2011-09-13,17,38017.227105853985,36525.90628309468,5.02848953075401,373,374
2011-09-20,2011-09-23,3,2962.0113213689456,1430.8444273521527,0.18733892579605987,375,376
2011-09-29,2011-10-04,3,675.6345790426342,-858.8947490199569,-0.11201316508877761,377,378
2011-10-12,2011-10-21,7,-41773.05919281186,-43268.33605620004,-5.630231565198067,379,380
2011-12-28,2012-01-06,7,-16818.872584151486,-18246.673535910184,-2.526828874222212,381,382
2012-01-13,2012-02-13,21,98673.10337514366,97149.9599819103,13.649053956058069,383,384
2012-02-20,2012-02-23,3,-9202.99591231111,-10805.44181560131,-1.3410999000621546,385,386
2012-03-02,2012-03-07,3,-18223.890379646255,-19783.0633717428,-2.509430323708569,387,388
2012-03-16,2012-03-22,4,13178.959690577818,11624.567560735175,1.5087004542471467,389,390
2012-04-04,2012-04-06,2,-13874.094433927492,-15414.614669786923,-1.9846244340087285,391,392
2012-06-06,2012-07-13,27,88250.66709848768,86621.84122896257,11.246791597828906,393,394
2012-07-27,2012-08-02,4,2295.571330759577,594.7814034557523,0.07008821049038721,395,396
2012-08-22,2012-08-27,3,-1463.900561019647,-3163.009951677752,-0.372011219775089,397,398
2012-08-31,2012-09-05,3,13418.918497295641,11717.767143322295,1.389473936445447,399,400
2012-09-10,2012-09-19,7,-2925.3671072191873,-4642.646066832599,-0.5400311981631721,401,402
2012-10-09,2012-10-30,12,37687.50343348902,35936.44806878031,4.196303386023774,403,404
2012-11-02,2012-11-08,4,-8762.153030327203,-10527.43020002358,-1.1870719421566205,405,406
2012-11-28,2012-12-17,13,51471.46884894356,49661.118267651815,5.650378084537172,407,408
2012-12-27,2013-01-29,22,36668.65766084952,34779.978647731215,3.7578636884072294,409,410
2013-02-28,2013-03-15,11,50355.60780953472,48383.32180069769,5.035800657181642,411,412
2013-03-26,2013-04-04,7,21304.36428220299,19268.877290674955,1.914387535615155,413,414
2013-04-16,2013-04-18,2,-7777.690005318255,-9815.273942702532,-0.9604140191929037,415,416
2013-04-25,2013-05-13,11,52616.69001770105,50534.405894659125,4.98145319103799,417,418
2013-05-16,2013-05-20,2,-724.253571993066,-2847.713106853956,-0.268238681148113,419,420
2013-06-28,2013-07-04,4,-29647.709697149025,-31750.221272442912,-2.979156142198654,421,422
2013-07-16,2013-07-22,4,20.24459110018096,-2034.088128824063,-0.19807843985560208,423,424
2013-08-06,2013-08-12,2,-95.23983865330847,-2146.3622569959903,-0.20941237021695347,425,426
2013-08-15,2013-08-21,4,-46075.42518310671,-48078.19234426087,-4.695016147185749,427,428
2013-09-11,2013-09-24,9,73417.42127030488,71394.10863451558,7.325870806989407,429,430
2013-10-21,2013-11-01,8,-3527.5044955745675,-5668.778945223902,-0.5286234572699158,431,432
2013-11-18,2013-11-28,8,6174.332396198514,4076.8597581220865,0.38989739612765356,433,434
2014-01-15,2014-01-20,3,-48712.40394376998,-50752.5619443324,-4.860418427694211,435,436
2014-01-23,2014-01-27,2,-38081.524968596714,-40023.16825486576,-4.045589361929847,437,438
2014-02-25,2014-02-27,2,-19415.092964822707,-21261.162382796974,-2.280790967125553,439,440
2014-03-07,2014-03-11,2,-16619.681736172883,-18481.286909728624,-1.9687275400120077,441,442
2014-03-14,2014-03-21,5,27398.307758998497,25539.5440907019,2.7893227774074676,443,444
2014-04-02,2014-04-17,11,26064.54331776038,24150.233055447123,2.5585151180193453,445,446
2014-05-23,2014-06-03,7,9399.879942937307,7451.07036362872,0.7689603811758515,447,448
2014-06-10,2014-06-17,5,-33474.5424239527,-35392.49208152606,-3.6275693554019024,449,450
2014-06-20,2014-07-03,9,-21575.599218762756,-23427.6261226737,-2.5017480764798683,451,452
2014-07-08,2014-08-04,16,37948.757225894435,36068.275497601004,3.9179616812371885,453,454
2014-09-18,2014-09-22,2,-18202.72316650551,-20078.42521254644,-2.122074391931248,455,456
2014-10-01,2014-10-03,2,-9885.624436044407,-11745.446572621666,-1.2568562180860448,457,458
2014-10-22,2014-10-28,4,17910.104607837347,16038.060416550463,1.7308800408451321,459,460
2014-11-03,2014-11-07,4,-36899.674420308096,-38738.50910752328,-4.131365728769295,461,462
2014-11-14,2014-12-03,13,46018.9493993755,44171.0918062572,4.9049875023615845,463,464
2014-12-22,2015-01-29,27,68748.88037472422,66792.91140664455,7.082929260643857,465,466
2015-02-26,2015-03-02,2,-24201.720425743635,-26185.394408187858,-2.609959206300045,467,468
2015-03-24,2015-03-30,4,-32579.421219006952,-34508.568715703586,-3.519718613476539,469,470
