signal_id,signal_date,signal_type,action,reason,daily_return,positive_run,negative_run,order_status,execution_date,execution_price,execution_size,execution_action,resulting_trade_entry_date,resulting_trade_exit_date,resulting_trade_pnl,resulting_trade_pnl_net,resulting_trade_return_pct,resulting_trade_feedback
1,1997-07-04,entry,buy,Buy because there were 3 consecutive positive return days (threshold n=3).,0.003138047244185538,3,0,completed,1997-07-07,19.18000030517578,4953.0760421502155,BUY,1997-07-07,1997-07-17,4507.298442577271,4312.791144134694,4.539849849811635,positive
2,1997-07-16,exit,sell,Sell because there were 2 consecutive negative return days (threshold m=2).,-0.013261318746051298,0,2,completed,1997-07-17,20.09000015258789,-4953.0760421502155,SELL,1997-07-07,1997-07-17,4507.298442577271,4312.791144134694,4.539849849811635,positive
3,1997-07-31,entry,buy,Buy because there were 3 consecutive positive return days (threshold n=3).,0.02627430278291487,3,0,completed,1997-08-01,19.530000686645508,5074.098725182839,BUY,1997-08-01,1997-08-12,4008.5329602953043,3806.330124161153,3.8410833442181156,positive
4,1997-08-11,exit,sell,Sell because there were 2 consecutive negative return days (threshold m=2).,-0.003921564960883028,0,2,completed,1997-08-12,20.31999969482422,-5074.098725182839,SELL,1997-08-01,1997-08-12,4008.5329602953043,3806.330124161153,3.8410833442181156,positive
5,1997-09-04,entry,buy,Buy because there were 3 consecutive positive return days (threshold n=3).,0.024342744776706393,3,0,completed,1997-09-05,21.040000915527344,4881.80421746463,BUY,1997-09-05,1997-09-22,13961.953730263074,13742.56544612305,13.381760469646986,positive
6,1997-09-19,exit,sell,Sell because there were 2 consecutive negative return days (threshold m=2).,-0.007062736952609949,0,2,completed,1997-09-22,23.899999618530273,-4881.80421746463,SELL,1997-09-05,1997-09-22,13961.953730263074,13742.56544612305,13.381760469646986,positive
7,1997-09-24,entry,buy,Buy because there were 3 consecutive positive return days (threshold n=3).,0.030667289855110358,3,0,completed,1997-09-25,24.8700008392334,4654.949677205818,BUY,1997-09-25,1997-10-02,4515.297990589359,4279.245487841374,3.6971325611176025,positive
8,1997-10-01,exit,sell,Sell because there were 2 consecutive negative return days (threshold m=2).,-0.003470888990692589,0,2,completed,1997-10-02,25.84000015258789,-4654.949677205818,SELL,1997-09-25,1997-10-02,4515.297990589359,4279.245487841374,3.6971325611176025,positive
9,1997-10-06,entry,buy,Buy because there were 3 consecutive positive return days (threshold n=3).,0.035247067486179784,3,0,completed,1997-10-07,28.489999771118164,4206.173624249351,BUY,1997-10-07,1997-10-28,11356.671994529052,11105.647551350228,9.267917783942963,positive
10,1997-10-27,exit,sell,Sell because there were 2 consecutive negative return days (threshold m=2).,-0.11190200789724913,0,2,completed,1997-10-28,31.19000053405762,-4206.173624249351,SELL,1997-10-07,1997-10-28,11356.671994529052,11105.647551350228,9.267917783942963,positive
11,1997-11-27,entry,buy,Buy because there were 3 consecutive positive return days (threshold n=3).,0.0006891956391517073,3,0,completed,1997-11-28,29.040000915527344,4489.81565617703,BUY,1997-11-28,1997-12-02,-4040.84094147433,-4297.568602064715,-3.296678432938422,negative
12,1997-12-01,exit,sell,Sell because there were 2 consecutive negative return days (threshold m=2).,-0.02257733606143586,0,2,completed,1997-12-02,28.139999389648438,-4489.81565617703,SELL,1997-11-28,1997-12-02,-4040.84094147433,-4297.568602064715,-3.296678432938422,negative
13,1997-12-04,entry,buy,Buy because there were 3 consecutive positive return days (threshold n=3).,0.018345602161678798,3,0,completed,1997-12-05,30.530000686645508,4136.965534010471,BUY,1997-12-05,1997-12-09,-8108.456549791012,-8352.951214429158,-6.61504192103609,negative
14,1997-12-08,exit,sell,Sell because there were 2 consecutive negative return days (threshold m=2).,-0.037398942012746295,0,2,completed,1997-12-09,28.56999969482422,-4136.965534010471,SELL,1997-12-05,1997-12-09,-8108.456549791012,-8352.951214429158,-6.61504192103609,negative
15,1997-12-19,entry,buy,Buy because there were 3 consecutive positive return days (threshold n=3).,0.028449994813733115,3,0,completed,1997-12-22,31.450000762939457,3763.632879772234,BUY,1997-12-22,1997-12-25,-602.1806864787686,-838.3110196728114,-0.7083539114948516,negative
16,1997-12-24,exit,sell,Sell because there were 2 consecutive negative return days (threshold m=2).,-0.014488160140871065,0,2,completed,1997-12-25,31.290000915527344,-3763.632879772234,SELL,1997-12-22,1997-12-25,-602.1806864787686,-838.3110196728114,-0.7083539114948516,negative
17,1997-12-30,entry,buy,Buy because there were 3 consecutive positive return days (threshold n=3).,0.037181461325373366,3,0,completed,1997-12-31,34.59000015258789,3398.955216910443,BUY,1997-12-31,1998-01-12,4354.055616645158,4114.561838085369,3.500657768293103,positive
18,1998-01-09,exit,sell,Sell because there were 2 consecutive negative return days (threshold m=2).,-0.0008357035508209654,0,2,completed,1998-01-12,35.87099838256836,-3398.955216910443,SELL,1997-12-31,1998-01-12,4354.055616645158,4114.561838085369,3.500657768293103,positive
19,1998-01-19,entry,buy,Buy because there were 3 consecutive positive return days (threshold n=3).,0.0379047790782201,3,0,completed,1998-01-20,35.13100051879883,3457.877470718452,BUY,1998-01-20,1998-02-04,-9128.794412175796,-9362.623008199125,-7.709170281217139,negative
20,1998-02-03,exit,sell,Sell because there were 2 consecutive negative return days (threshold m=2).,-0.03507364352633813,0,2,completed,1998-02-04,32.49100112915039,-3457.877470718452,SELL,1998-01-20,1998-02-04,-9128.794412175796,-9362.623008199125,-7.709170281217139,negative
21,1998-02-13,entry,buy,Buy because there were 3 consecutive positive return days (threshold n=3).,0.0021941484344618623,3,0,completed,1998-02-16,30.145999908447266,3734.631583025254,BUY,1998-02-16,1998-03-13,17862.74639473903,17619.715241624366,15.652902433593976,positive
22,1998-03-12,exit,sell,Sell because there were 2 consecutive negative return days (threshold m=2).,-0.0075014898705064725,0,2,completed,1998-03-13,34.92900085449219,-3734.631583025254,SELL,1998-02-16,1998-03-13,17862.74639473903,17619.715241624366,15.652902433593976,positive
23,1998-04-02,entry,buy,Buy because there were 3 consecutive positive return days (threshold n=3).,0.02579515954789935,3,0,completed,1998-04-03,33.444000244140625,3866.8500148143626,BUY,1998-04-03,1998-04-28,26159.237990081216,25874.43288641212,20.01201280568678,positive
24,1998-04-27,exit,sell,Sell because there were 2 consecutive negative return days (threshold m=2).,-0.01679871567381097,0,2,completed,1998-04-28,40.20899963378906,-3866.8500148143626,SELL,1998-04-03,1998-04-28,26159.237990081216,25874.43288641212,20.01201280568678,positive
25,1998-05-01,entry,buy,Buy because there were 3 consecutive positive return days (threshold n=3).,0.008725739225492246,3,0,completed,1998-05-04,41.94499969482422,3637.438044112445,BUY,1998-05-04,1998-05-07,854.8001604824183,548.8006850214588,0.3597420027819813,positive
26,1998-05-06,exit,sell,Sell because there were 2 consecutive negative return days (threshold m=2).,-0.009580185358739501,0,2,completed,1998-05-07,42.18000030517578,-3637.438044112445,SELL,1998-05-04,1998-05-07,854.8001604824183,548.8006850214588,0.3597420027819813,positive
