entry_date,exit_date,bars_held,pnl,pnl_net,return_pct,entry_signal_id,exit_signal_id
1997-08-21,1997-08-22,1,2215.02974969853,2022.8147199488315,2.1293997763154917,1,2
1997-10-31,1997-11-03,1,4601.724805271768,4403.279732498593,4.5434267149253476,3,4
1997-11-17,1997-11-18,1,7436.383239806939,7226.7372771074815,7.149197065256422,5,6
1998-02-06,1998-02-09,1,184.6834785896583,-31.441585175085663,-0.02912333375329588,7,8
1998-03-17,1998-03-18,1,642.3884829764173,425.8654532191193,0.39465632892130226,9,10
1998-05-28,1998-05-29,1,2493.749066161195,2274.565531459596,2.099853088346941,11,12
1998-07-23,1998-07-24,1,22.783394223345173,-198.25084931608933,-0.1794603536098833,13,14
1998-08-07,1998-08-10,1,1491.9556899978884,1269.8289507763798,1.1512444162663065,15,16
1998-08-27,1998-08-31,2,-12103.78425291158,-12314.727927196654,-11.044642779518849,17,18
1998-09-15,1998-09-21,4,-1156.3138941157536,-1354.8070556979499,-1.357433734818024,19,20
1998-10-06,1998-10-07,1,1640.1278865106274,1441.4124165536307,1.4630131320506672,21,22
1998-11-13,1998-11-16,1,598.6412787339343,398.2286117932624,0.3986111692163523,23,24
1998-12-10,1998-12-11,1,706.2908495938917,505.01389871995264,0.5035926776704719,25,26
1999-01-13,1999-01-15,2,-4275.661016505087,-4472.915541920495,-4.439054254151645,27,28
1999-04-14,1999-04-15,1,9578.944190521337,9376.333599428552,9.716300997993752,29,30
1999-05-26,1999-05-28,2,3708.1222162382887,3493.567413280872,3.315018432436698,31,32
1999-06-17,1999-06-18,1,3875.47520201333,3654.1152679849047,3.361859351972385,33,34
1999-06-25,1999-07-01,4,-3084.1655507618243,-3305.508663046646,-2.946458893879944,35,36
1999-10-06,1999-10-07,1,1895.8881436403863,1675.8454441209512,1.5367706757839754,37,38
1999-11-29,1999-11-30,1,1521.2352252310661,1298.3830722862106,1.173420664891909,39,40
2000-03-31,2000-04-03,1,1669.2791043747131,1443.8119797133702,1.2909402824356784,41,42
2000-05-24,2000-05-25,1,1714.618761015424,1486.363053935985,1.3137481444812185,43,44
2000-06-15,2000-06-20,3,-4833.867439226383,-5058.398749908059,-4.412480123435884,45,46
2000-08-09,2000-08-11,2,-2391.313846425011,-2608.676753074663,-2.375092903863588,47,48
2000-09-11,2000-09-13,2,-4778.5772199271,-4988.596377372407,-4.646543465933778,49,50
2000-09-20,2000-09-21,1,8035.0043324292255,7821.649926548569,7.620293380721003,51,52
2000-11-22,2000-11-23,1,2340.1711337477273,2117.65042620531,1.923646460105461,53,54
2000-11-29,2000-12-06,5,-10305.98620640549,-10519.884292417544,-9.389689290511246,55,56
2001-02-13,2001-02-14,1,3485.625803270501,3277.9238854043642,3.210593780115688,57,58
2001-03-27,2001-04-02,4,-3897.5461567559737,-4104.092958044353,-3.903417838381742,59,60
2001-07-12,2001-07-13,1,4556.640150557668,4349.43693958226,4.294976485699742,61,62
2001-08-10,2001-08-13,1,214.69218454838278,3.5669913537777234,0.0033826997490059895,63,64
2001-09-04,2001-09-06,2,154.6285526787675,-56.44335416754012,-0.05355428767627627,65,66
2001-09-14,2001-09-20,4,-7052.061142275724,-7255.819117054159,-6.884130690276493,67,68
2002-01-14,2002-01-15,1,162.06128799852465,-35.12475288778157,-0.03567952386642237,69,70
2002-02-08,2002-02-12,2,-226.38007814420075,-423.1109406338775,-0.429926723186258,71,72
2002-05-20,2002-05-21,1,1403.2192452823124,1205.6626942564135,1.2298228708081587,73,74
2002-06-03,2002-06-05,2,-254.3967687010729,-452.58646283207554,-0.456519722688557,75,76
2002-06-13,2002-06-14,1,715.6884950680303,517.3886299526395,0.5237377011306109,77,78
2002-08-23,2002-08-27,2,-1035.4713902687804,-1233.0031338957444,-1.242030639035538,79,80
2003-03-25,2003-03-26,1,3256.9069215357617,3057.425505551395,3.1170711878229453,81,82
2003-05-07,2003-05-09,2,-1649.382770901919,-1849.7670056543957,-1.8320273569489978,83,84
2003-06-12,2003-06-16,2,1092.1333634086327,892.5221698325888,0.899804035545466,85,86
2003-06-24,2003-06-25,1,86.62687088648971,-113.67460831971391,-0.11360732599479152,87,88
2003-08-29,2003-09-01,1,893.2088847157379,692.3168052515125,0.6930228789898214,89,90
